Plant Code,Utility Name,Plant Name,State,Latitude,Longitude,BA Code,BA Name,Fuel Type,Prime Mover,Net Generation (MWh)
57928,Southern Illinois University Carbondale,SIUC,IL,37.711944,-89.215,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,10846.0
57928,Southern Illinois University Carbondale,SIUC,IL,37.711944,-89.215,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,IC,0.0
57928,Southern Illinois University Carbondale,SIUC,IL,37.711944,-89.215,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,0.0
57929,University of Cincinnati,East Campus Utility Plant,OH,39.137935,-84.504948,PJM,"PJM Interconnection, LLC",BIT,ST,0.0
57929,University of Cincinnati,East Campus Utility Plant,OH,39.137935,-84.504948,PJM,"PJM Interconnection, LLC",DFO,IC,497.84000000000003
57929,University of Cincinnati,East Campus Utility Plant,OH,39.137935,-84.504948,PJM,"PJM Interconnection, LLC",DFO,ST,0.0
57929,University of Cincinnati,East Campus Utility Plant,OH,39.137935,-84.504948,PJM,"PJM Interconnection, LLC",NG,ST,0.0
57929,University of Cincinnati,East Campus Utility Plant,OH,39.137935,-84.504948,PJM,"PJM Interconnection, LLC",OBL,IC,0.0
57948,NJR Clean Energy Ventures Corporation,NJ Oak Solar Plant,NJ,39.380565,-75.188312,PJM,"PJM Interconnection, LLC",SUN,PV,30826.0
57949,Michigan Sugar Company,MSC Sebewaing,MI,43.741111,-83.447222,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,256.644
57949,Michigan Sugar Company,MSC Sebewaing,MI,43.741111,-83.447222,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,89.356
57950,Michigan Sugar Company,MSC Croswell,MI,43.266389,-82.619167,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,0.0
57950,Michigan Sugar Company,MSC Croswell,MI,43.266389,-82.619167,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,0.0
57951,Shore Point Solar LLC,Shore Point Solar,NJ,40.245,-74.243333,PJM,"PJM Interconnection, LLC",SUN,PV,2476.0
57964,Algonquin Power Co,Shady Oaks Wind Farm,IL,41.666944,-89.059722,PJM,"PJM Interconnection, LLC",WND,WT,637604.0
57984,Consumers Energy Co - (MI),Lake Winds Energy Park,MI,43.871944,-86.334722,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WND,WT,483068.0
57991,Vitol PA Wind LLC,Highland North Wind Farm,PA,40.319561,-78.680633,PJM,"PJM Interconnection, LLC",WND,WT,334676.0
57994,"Apple, Inc",Apple Data Center PV,NC,35.588135,-81.25198,DUK,Duke Energy Carolinas,SUN,PV,71150.0
57998,Vitol PA Wind LLC,Twin Ridges Wind Farm,PA,39.760556,-78.874722,PJM,"PJM Interconnection, LLC",WND,WT,765090.0
57999,Vitol PA Wind LLC,Patton Wind Farm,PA,40.63067,-78.696078,PJM,"PJM Interconnection, LLC",WND,WT,162496.0
58008,SunEdison LLC,California Ridge Wind Energy LLC,IL,40.211667,-87.878333,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WND,WT,1352134.0
58014,IKEA Property Inc,IKEA Perryville 460,MD,39.560833,-76.055278,PJM,"PJM Interconnection, LLC",SUN,PV,10218.0
58015,IKEA Property Inc,IKEA College Park 411,MD,39.021,-76.926,PJM,"PJM Interconnection, LLC",SUN,PV,4546.0
58016,IKEA Property Inc,IKEA Westhampton 061,NJ,40.013889,-74.853611,PJM,"PJM Interconnection, LLC",SUN,PV,896.0
58020,"Beebe Renewable Energy, LLC",Beebe 1A,MI,43.256944,-84.499722,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WND,WT,365774.0
58029,"Luminace Solar Federal, LLC",Constellation New Energy Inc,NJ,39.928889,-74.818056,PJM,"PJM Interconnection, LLC",SUN,PV,11044.0
58030,NJR Clean Energy Ventures Corporation,Reeves Station Rd East,NJ,39.928333,-74.814444,PJM,"PJM Interconnection, LLC",SUN,PV,17552.0
58036,Riverside Renewable Energy,Riverside Renewable Energy LLC,NJ,39.903056,-75.125833,PJM,"PJM Interconnection, LLC",SUN,PV,21386.0
58040,CVI CleanCapital Solar 4 LLC,United Stationers Supply Solar Electric,NJ,40.320556,-74.501667,PJM,"PJM Interconnection, LLC",SUN,PV,6582.0
58043,Eli Lilly and Company,Lilly Technical Center,IN,39.7475,-86.183056,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,IC,0.0
58046,PPG Ind Fiber Glass Prdcts Inc,Works 53,NC,35.755,-80.277778,DUK,Duke Energy Carolinas,DFO,IC,0.0
58047,PPG Monroeville Chemicals Center,PPG Monroeville Chemicals Center,PA,40.442222,-79.731111,PJM,"PJM Interconnection, LLC",DFO,IC,0.0
58049,Jordache Enterprises,Jordache Enterprises Solar,NJ,40.55569,-74.40836,PJM,"PJM Interconnection, LLC",SUN,PV,3008.0
58051,Vitro Architectural Glass (PA),Vitro Architectural Glass (PA),PA,40.126389,-77.164444,PJM,"PJM Interconnection, LLC",DFO,IC,145.04
58052,RockTenn-Battle Creek Mill,Battle Creek Mill,MI,42.3221,-85.2043,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,ST,0.0
58052,RockTenn-Battle Creek Mill,Battle Creek Mill,MI,42.3221,-85.2043,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,8894.0
58057,Molson Coors Shenandoah Brewery,Molson Coors Shenandoah Brewery,VA,38.356944,-78.676667,PJM,"PJM Interconnection, LLC",OBG,GT,12250.0
58063,"SABIC IP Mt. Vernon, LLC",SABIC Innovative Plastics Mt. Vernon,IN,37.910278,-87.926111,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,GT,0.0
58063,"SABIC IP Mt. Vernon, LLC",SABIC Innovative Plastics Mt. Vernon,IN,37.910278,-87.926111,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,1020498.0
58066,"PCA, Filer City Mill","PCA, Filer City Mill",MI,44.213333,-86.286667,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,0.0
58066,"PCA, Filer City Mill","PCA, Filer City Mill",MI,44.213333,-86.286667,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,183635.568
58066,"PCA, Filer City Mill","PCA, Filer City Mill",MI,44.213333,-86.286667,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OBG,ST,420.432
58070,FRIT Solar Inc,Mercer Mall,NJ,40.290556,-74.681944,PJM,"PJM Interconnection, LLC",SUN,PV,810.0
58079,Hartree Partners LP,Newark Energy Center,NJ,40.707222,-74.125833,PJM,"PJM Interconnection, LLC",NG,CA,2716770.0
58079,Hartree Partners LP,Newark Energy Center,NJ,40.707222,-74.125833,PJM,"PJM Interconnection, LLC",NG,CT,4646776.0
58082,"American Mun Power-Ohio, Inc",AMP Napoleon Solar Facility,OH,41.406667,-84.110833,PJM,"PJM Interconnection, LLC",SUN,PV,9110.0
58090,CVI CleanCapital Solar 4 LLC,Middlesex Apple Orchard Solar,NJ,40.426389,-74.492222,PJM,"PJM Interconnection, LLC",SUN,PV,11724.0
58091,"Altus Power America Management, LLC",Keystone Solar,PA,39.861111,-76.221111,PJM,"PJM Interconnection, LLC",SUN,PV,14666.0
58093,Bed Bath & Beyond,BBB Corporate Headquarters,NJ,40.697222,-74.305,PJM,"PJM Interconnection, LLC",,,
58094,Bed Bath & Beyond,Christmas Tree Shops DC Burlington NJ,NJ,40.104167,-74.812778,PJM,"PJM Interconnection, LLC",SUN,PV,5146.0
58095,Bed Bath & Beyond,Harmon DC Totowa NJ,NJ,40.903889,-74.247778,PJM,"PJM Interconnection, LLC",,,
58096,Bed Bath & Beyond,Bed Bath & Beyond DC Port Reading NJ,NJ,40.568333,-74.2425,PJM,"PJM Interconnection, LLC",SUN,PV,4452.0
58103,DTE Sustainable Generation,Heritage Garden Wind Farm I LLC,MI,45.795556,-86.533889,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WND,WT,134052.0
58110,"Diamond State Generation Partners, LLC",Brookside Newark,DE,39.668889,-75.716111,PJM,"PJM Interconnection, LLC",NG,FC,36974.0
58111,"Bishop Hill Energy II, LLC",Bishop Hill II Wind Farm,IL,41.2325,-90.174167,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WND,WT,457902.0
58121,DTE Electric Company,Echo Wind Park,MI,43.8825,-83.161389,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WND,WT,717728.0
58123,NJR Clean Energy Ventures Corporation,Wakefern Food Corp,NJ,40.51,-74.328333,PJM,"PJM Interconnection, LLC",SUN,PV,5614.0
58134,Oberlin College,Oberlin Spear Point Solar One,OH,41.302761,-82.227047,PJM,"PJM Interconnection, LLC",SUN,PV,4252.0
58135,Duke Energy Renewables Services,Washington White Post Solar LLC,NC,35.5052,-76.8484,CPLE,Duke Energy Progress East,SUN,PV,38430.0
58136,Adkins Energy LLC,Adkins Energy LLC,IL,42.362222,-89.803611,PJM,"PJM Interconnection, LLC",NG,GT,61070.0
58136,Adkins Energy LLC,Adkins Energy LLC,IL,42.362222,-89.803611,PJM,"PJM Interconnection, LLC",NG,ST,15816.0
58140,Kent State University,Summit Street Power Plant,OH,41.143056,-81.340833,PJM,"PJM Interconnection, LLC",DFO,GT,0.0
58140,Kent State University,Summit Street Power Plant,OH,41.143056,-81.340833,PJM,"PJM Interconnection, LLC",NG,GT,61908.0
58161,Western Michigan University,Western Michigan University Power Plant,MI,42.28,-85.606389,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,CA,7972.0
58161,Western Michigan University,Western Michigan University Power Plant,MI,42.28,-85.606389,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,CT,115826.0
58161,Western Michigan University,Western Michigan University Power Plant,MI,42.28,-85.606389,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,IC,18760.0
58165,The College of New Jersey,College of New Jersey,NJ,40.269444,-74.773333,PJM,"PJM Interconnection, LLC",NG,IC,67474.0
58172,Seaside Heights Municipal Utility,Seaside Heights Power Plant,NJ,39.943333,-74.078611,PJM,"PJM Interconnection, LLC",DFO,IC,0.0
58177,Four Rivers Sanitation Authority,Kishwaukee CHP Plant,IL,42.221944,-89.093333,PJM,"PJM Interconnection, LLC",NG,IC,2215.374
58177,Four Rivers Sanitation Authority,Kishwaukee CHP Plant,IL,42.221944,-89.093333,PJM,"PJM Interconnection, LLC",OBG,IC,15434.626
58178,U.S. General Services Administration,M. G. Emmett J. Bean Federal Center,IN,39.853056,-86.014444,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SUN,PV,50.0
58179,Middle Tennessee State University,MTSU Power Co-Gen Plant,TN,35.851389,-86.365,TVA,Tennessee Valley Authority,DFO,IC,0.0
58179,Middle Tennessee State University,MTSU Power Co-Gen Plant,TN,35.851389,-86.365,TVA,Tennessee Valley Authority,NG,GT,74044.0
58181,Loyola University Health System,Loyola University Health Plant,IL,41.855833,-87.835556,PJM,"PJM Interconnection, LLC",NG,GT,6526.0
58187,"180 Raritan Energy Solutions, LLC",180 Raritan Solar,NJ,40.516111,-74.34,PJM,"PJM Interconnection, LLC",SUN,PV,5206.0
58194,Penn State University,West Campus Steam Plant,PA,40.792778,-77.864722,PJM,"PJM Interconnection, LLC",DFO,GT,1239.55
58194,Penn State University,West Campus Steam Plant,PA,40.792778,-77.864722,PJM,"PJM Interconnection, LLC",DFO,ST,0.0
58194,Penn State University,West Campus Steam Plant,PA,40.792778,-77.864722,PJM,"PJM Interconnection, LLC",NG,GT,67712.81
58194,Penn State University,West Campus Steam Plant,PA,40.792778,-77.864722,PJM,"PJM Interconnection, LLC",NG,ST,21464.16
58195,Penn State University,East Campus Steam Plant,PA,40.809167,-77.8475,PJM,"PJM Interconnection, LLC",DFO,GT,154.314
58195,Penn State University,East Campus Steam Plant,PA,40.809167,-77.8475,PJM,"PJM Interconnection, LLC",NG,GT,93519.96599999999
58196,Cargill Salt Hersey,Cargill Salt Hersey,MI,43.834167,-85.355833,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,636.32
58207,GSA Metropolitan Service Center,Central Utility Plant at White Oak,MD,39.039444,-76.9825,PJM,"PJM Interconnection, LLC",DFO,CA,0.0
58207,GSA Metropolitan Service Center,Central Utility Plant at White Oak,MD,39.039444,-76.9825,PJM,"PJM Interconnection, LLC",DFO,CT,6.552
58207,GSA Metropolitan Service Center,Central Utility Plant at White Oak,MD,39.039444,-76.9825,PJM,"PJM Interconnection, LLC",DFO,GT,0.0
58207,GSA Metropolitan Service Center,Central Utility Plant at White Oak,MD,39.039444,-76.9825,PJM,"PJM Interconnection, LLC",DFO,IC,313.2900000000001
58207,GSA Metropolitan Service Center,Central Utility Plant at White Oak,MD,39.039444,-76.9825,PJM,"PJM Interconnection, LLC",NG,CA,0.0
58207,GSA Metropolitan Service Center,Central Utility Plant at White Oak,MD,39.039444,-76.9825,PJM,"PJM Interconnection, LLC",NG,CT,76675.828
58207,GSA Metropolitan Service Center,Central Utility Plant at White Oak,MD,39.039444,-76.9825,PJM,"PJM Interconnection, LLC",NG,GT,112980.27999999998
58207,GSA Metropolitan Service Center,Central Utility Plant at White Oak,MD,39.039444,-76.9825,PJM,"PJM Interconnection, LLC",NG,IC,4102.59
58208,Cinnamon Bay LLC,Cinnamon Bay Edgeboro Landfill,NJ,40.465278,-74.393889,PJM,"PJM Interconnection, LLC",,,
58215,Duke Energy Progress - (NC),Lee Combined Cycle Plant,NC,35.373611,-78.089444,DUK,Duke Energy Carolinas,DFO,CA,7.876
58215,Duke Energy Progress - (NC),Lee Combined Cycle Plant,NC,35.373611,-78.089444,DUK,Duke Energy Carolinas,DFO,CT,15.906
58215,Duke Energy Progress - (NC),Lee Combined Cycle Plant,NC,35.373611,-78.089444,DUK,Duke Energy Carolinas,NG,CA,5177016.16
58215,Duke Energy Progress - (NC),Lee Combined Cycle Plant,NC,35.373611,-78.089444,DUK,Duke Energy Carolinas,NG,CT,7572220.05
58220,Haviland Plastic Products Co,Haviland Plastic Products,OH,41.016111,-84.5875,PJM,"PJM Interconnection, LLC",WND,WT,23444.0
58222,E.B. Eddy Paper Inc,E.B. Eddy Paper Inc,MI,42.9896,-82.4379,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,0.0
58222,E.B. Eddy Paper Inc,E.B. Eddy Paper Inc,MI,42.9896,-82.4379,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,ST,0.0
58222,E.B. Eddy Paper Inc,E.B. Eddy Paper Inc,MI,42.9896,-82.4379,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,0.0
58228,Milford Solar LLC,Milford Solar Farm,DE,38.923056,-75.453333,PJM,"PJM Interconnection, LLC",SUN,PV,36504.0
58231,NRG Energy Center Eagles LLC,Lincoln Financial Field,PA,39.900833,-75.1675,PJM,"PJM Interconnection, LLC",SUN,PV,5654.0
58235,City of Vineland - (NJ),Clayville,NJ,39.424444,-75.02,PJM,"PJM Interconnection, LLC",NG,GT,174873.998
58239,Terraform Arcadia,Kent County-Kennedyville,MD,39.297222,-75.982222,PJM,"PJM Interconnection, LLC",SUN,PV,3124.0
58241,Terraform Arcadia,Rock Hall,MD,39.144369,-76.231644,PJM,"PJM Interconnection, LLC",SUN,PV,3366.0
58243,Terraform Arcadia,Kent County - Worton Complex,MD,39.280833,-76.090833,PJM,"PJM Interconnection, LLC",SUN,PV,2910.0
58245,Northeastern Illinois University,Northeastern Illinois University Cogen,IL,41.981111,-87.719167,PJM,"PJM Interconnection, LLC",NG,IC,7.84
58246,LES Operations Services LLC,Millersville LFG,MD,39.084722,-76.676389,PJM,"PJM Interconnection, LLC",LFG,IC,44132.0
58250,WM Renewable Energy LLC,Tullytown,PA,40.151389,-74.780556,PJM,"PJM Interconnection, LLC",LFG,IC,26386.0
58252,Howard County - Maryland,Alpha Ridge LFG,MD,39.305,-76.901944,PJM,"PJM Interconnection, LLC",LFG,IC,2928.0
58254,City of Lowell - (MI),Chatham,MI,42.934444,-85.3475,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,96.0
58260,Virginia Electric & Power Co,Brunswick County Power Station,VA,36.765,-77.713889,PJM,"PJM Interconnection, LLC",NG,CA,0.0
58260,Virginia Electric & Power Co,Brunswick County Power Station,VA,36.765,-77.713889,PJM,"PJM Interconnection, LLC",NG,CT,12675266.0
58263,COT/Division of Water Reclamation,Bay View Cogeneration Facility,OH,41.688333,-83.484722,PJM,"PJM Interconnection, LLC",,,
58264,"Apple, Inc",Apple Data Center - Fuel Cell 1&2,NC,35.588333,-81.266667,DUK,Duke Energy Carolinas,,,
58268,University of North Carolina,UNC-CH LFG Facility,NC,35.938611,-79.059167,DUK,Duke Energy Carolinas,,,
58269,COT/Division of Water Reclamation,Bay View Backup Power Facility,OH,41.688333,-83.484722,PJM,"PJM Interconnection, LLC",DFO,IC,72.85
58269,COT/Division of Water Reclamation,Bay View Backup Power Facility,OH,41.688333,-83.484722,PJM,"PJM Interconnection, LLC",NG,IC,775.1499999999999
58269,COT/Division of Water Reclamation,Bay View Backup Power Facility,OH,41.688333,-83.484722,PJM,"PJM Interconnection, LLC",OBG,IC,0.0
58273,"USF Surry, LLC",South Robeson Farm,NC,34.561146,-79.28097,CPLE,Duke Energy Progress East,SUN,PV,14418.0
58274,"SRE Utility Solar 1, LLC",Raeford Farm,NC,34.968889,-79.211944,CPLE,Duke Energy Progress East,SUN,PV,14192.0
58305,Greenbacker Renewable Energy Corporation,PCIP Solar,NC,36.3125,-78.9675,CPLE,Duke Energy Progress East,SUN,PV,3358.0
58311,"Strata Manager, LLC",Chadbourn Farm,NC,34.324656,-78.764901,CPLE,Duke Energy Progress East,SUN,PV,17208.0
58312,Palmetto Power Management LLC,Warrenton Farm,NC,36.415,-78.171111,CPLE,Duke Energy Progress East,SUN,PV,12592.0
58313,"Strata Manager, LLC",Mocksville Farm,NC,35.878611,-80.541944,CPLE,Duke Energy Progress East,SUN,PV,18404.0
58314,Palmetto Power Management LLC,Belwood Farm,NC,35.47,-81.508333,CPLE,Duke Energy Progress East,SUN,PV,13596.0
58315,"Strata Manager, LLC",Arndt Farm,NC,35.779167,-81.175556,DUK,Duke Energy Carolinas,SUN,PV,17980.0
58316,Palmetto Power Management LLC,Railroad Farm,NC,34.82,-78.970833,CPLE,Duke Energy Progress East,SUN,PV,13260.0
58317,Palmetto Power Management LLC,Watts Farm,NC,34.726944,-79.335278,CPLE,Duke Energy Progress East,SUN,PV,14942.0
58318,"Strata Manager, LLC",Farrington Farm,NC,35.832778,-79.025,CPLE,Duke Energy Progress East,SUN,PV,2906.0
58323,"Strata Manager, LLC",Shannon Farm,NC,34.8475,-79.128889,CPLE,Duke Energy Progress East,SUN,PV,15166.0
58326,Philadelphia Water Department,PWD Northeast WPCP Biogas Cogen Plant,PA,39.988611,-75.083333,PJM,"PJM Interconnection, LLC",NG,IC,6065.781999999999
58326,Philadelphia Water Department,PWD Northeast WPCP Biogas Cogen Plant,PA,39.988611,-75.083333,PJM,"PJM Interconnection, LLC",OBG,IC,43912.218
58328,Energy Systems Group LLC,North Chicago Energy Center,IL,42.306389,-87.851944,PJM,"PJM Interconnection, LLC",NG,GT,71914.0
58329,"Luminace Solar Maryland II, LLC",UMMS at Pocomoke,MD,38.098056,-75.611111,PJM,"PJM Interconnection, LLC",SUN,PV,10186.0
58330,The Andersons Albion Ethanol LLC,The Andersons Albion Ethanol LLC,MI,42.256111,-84.788333,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,121390.64000000001
58330,The Andersons Albion Ethanol LLC,The Andersons Albion Ethanol LLC,MI,42.256111,-84.788333,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,10080.24
58331,"Strata Manager, LLC",Fuquay Farm,NC,35.564354,-78.710261,CPLE,Duke Energy Progress East,SUN,PV,17106.0
58332,"Strata Manager, LLC",Haynes Farm,NC,35.525833,-81.235278,DUK,Duke Energy Carolinas,SUN,PV,15660.0
58333,"Strata Manager, LLC",Lenoir Farm,NC,35.331667,-77.666389,CPLE,Duke Energy Progress East,SUN,PV,16530.0
58334,"Strata Manager, LLC",Lenoir Farm 2,NC,35.350081,-77.475106,CPLE,Duke Energy Progress East,SUN,PV,15992.0
58335,"Strata Manager, LLC",Marshville Farm,NC,34.988889,-80.383611,DUK,Duke Energy Carolinas,SUN,PV,15376.0
58336,Palmetto Power Management LLC,Mile Farm,NC,36.230561,-78.949586,CPLE,Duke Energy Progress East,SUN,PV,13204.0
58337,"Strata Manager, LLC",Moore Solar Farm,NC,36.273192,-79.759203,DUK,Duke Energy Carolinas,SUN,PV,15788.0
58338,"Strata Manager, LLC",Moorings Farm,NC,35.305833,-77.829167,CPLE,Duke Energy Progress East,SUN,PV,16278.0
58339,"Strata Manager, LLC",New Bern Farm,NC,35.209564,-77.056725,CPLE,Duke Energy Progress East,SUN,PV,16686.0
58340,"Strata Manager, LLC",Roxboro Farm,NC,36.4797,-78.917364,CPLE,Duke Energy Progress East,SUN,PV,18238.0
58341,"Strata Manager, LLC",White Cross Farm,NC,35.907144,-79.188297,DUK,Duke Energy Carolinas,SUN,PV,15810.0
58342,"Strata Manager, LLC",Wilson Farm 1,NC,35.803611,-77.873611,CPLE,Duke Energy Progress East,SUN,PV,16056.0
58343,Palmetto Power Management LLC,Yanceyville Farm,NC,36.439444,-79.278889,CPLE,Duke Energy Progress East,SUN,PV,17732.0
58344,"Strata Manager, LLC",AM Best Farm,NC,35.418889,-77.985556,CPLE,Duke Energy Progress East,SUN,PV,17774.0
58345,"Strata Manager, LLC",Mt Olive Farm 2,NC,35.218056,-78.069722,CPLE,Duke Energy Progress East,SUN,PV,18092.0
58346,"Strata Manager, LLC",Dibrell Farm,NC,36.471667,-79.528056,DUK,Duke Energy Carolinas,SUN,PV,18480.0
58347,"Strata Manager, LLC",Rock Farm,NC,34.965556,-79.609722,CPLE,Duke Energy Progress East,SUN,PV,18392.0
58348,"Strata Manager, LLC",Two Lines Farm,NC,35.629167,-81.326667,DUK,Duke Energy Carolinas,SUN,PV,17610.0
58349,"Strata Manager, LLC",Bolton Farm,NC,36.421617,-78.132311,CPLE,Duke Energy Progress East,SUN,PV,18400.0
58350,"Strata Manager, LLC",McCallum Farm,NC,34.543889,-79.30219,CPLE,Duke Energy Progress East,SUN,PV,17876.0
58351,Tuscola Bay Wind LLC,Tuscola Bay Wind,MI,43.525278,-83.65,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WND,WT,656226.0
58356,CVI CleanCapital Solar 4 LLC,The Lawrenceville School Solar Facility,NJ,40.301409,-74.722117,PJM,"PJM Interconnection, LLC",SUN,PV,14094.0
58357,CVI CleanCapital Solar 4 LLC,Amazon,NJ,40.566389,-74.221389,PJM,"PJM Interconnection, LLC",SUN,PV,6500.0
58358,CVI CleanCapital Solar 4 LLC,North Jersey Media Group Solar Facility,NJ,40.924167,-74.494722,PJM,"PJM Interconnection, LLC",SUN,PV,9002.0
58359,CVI CleanCapital Solar 4 LLC,Corning Pharmaceutical Glass,NJ,39.496667,-75.018611,PJM,"PJM Interconnection, LLC",SUN,PV,5734.0
58360,CVI CleanCapital Solar 4 LLC,Atlantic Coast Freezers Solar Facility,NJ,39.519935,-75.029038,PJM,"PJM Interconnection, LLC",SUN,PV,4322.0
58361,CVI CleanCapital Solar 4 LLC,Williams-Sonoma Solar Facility,NJ,40.387778,-74.455278,PJM,"PJM Interconnection, LLC",SUN,PV,6902.0
58364,MN8 Energy LLC,Tissington Solar,NJ,41.200278,-74.491944,PJM,"PJM Interconnection, LLC",SUN,PV,7450.0
58375,Triton College,Triton East and West Cogen,IL,41.916944,-87.845556,PJM,"PJM Interconnection, LLC",NG,IC,254.0
58377,Frontier Operation Services,Rochelle Energy Center,IL,41.924722,-88.998611,PJM,"PJM Interconnection, LLC",LFG,IC,37364.0
58381,City of Bryan - (OH),Bryan Solar Field,OH,41.476389,-84.586111,PJM,"PJM Interconnection, LLC",SUN,PV,4980.0
58386,CU Solar LLC,CU Solar Plant,OH,39.741944,-83.816944,PJM,"PJM Interconnection, LLC",SUN,PV,4170.0
58390,Jordan Hydroelectric LTD PTP,Jordan Hydroelectric Project,NC,35.654722,-79.068333,DUK,Duke Energy Carolinas,,,
58391,Terraform Arcadia,IND Community Solar Farm 1st Phase,IN,39.695209,-86.315525,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,,
58401,"SR Enterprise South, LLC",Volkswagen Solar System,TN,35.0975,-85.126944,TVA,Tennessee Valley Authority,SUN,PV,22168.0
58402,Solar Star New Jersey VI LLC,Solar Star New Jersey NJ LLC,NJ,40.401528,-74.669697,PJM,"PJM Interconnection, LLC",SUN,PV,3230.0
58408,"Arevon Energy, Inc.",Maryland Solar,MD,39.563056,-77.720278,PJM,"PJM Interconnection, LLC",SUN,PV,65600.0
58416,Headwaters Wind Farm LLC,Headwaters Wind Farm LLC,IN,40.066667,-85.013333,PJM,"PJM Interconnection, LLC",WND,WT,1245852.0
58420,Hamilton Liberty O&M LLC,Hamilton Liberty,PA,41.7675,-76.39,PJM,"PJM Interconnection, LLC",NG,CS,12422268.0
58426,"Hamilton Operating Services, LLC",Hamilton Patriot Generation Plant,PA,41.180833,-76.839167,PJM,"PJM Interconnection, LLC",NG,CS,12798824.0
58427,Lansing Board of Water and Light,Lansing BWL REO Town Plant,MI,42.719722,-84.551667,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,CA,147042.0
58427,Lansing Board of Water and Light,Lansing BWL REO Town Plant,MI,42.719722,-84.551667,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,CT,931366.0
58431,UT West Tennessee Solar Farm,West Tennessee Solar Farm,TN,35.408611,-89.3875,TVA,Tennessee Valley Authority,SUN,PV,5110.0
58433,"Diamond State Generation Partners, LLC",Red Lion Energy Center,DE,39.610083,-75.62974,PJM,"PJM Interconnection, LLC",NG,FC,360586.0
58439,Collinwood BioEnergy,Collinwood BioEnergy Facility,OH,41.555556,-81.589167,PJM,"PJM Interconnection, LLC",OBG,IC,4102.0
58443,Sunstream Energy LLC,Martin Limestone Solar Array,PA,40.10596,-76.05934,PJM,"PJM Interconnection, LLC",SUN,PV,3162.0
58453,Palmetto Power Management LLC,Dixon Dairy Road Solar,NC,35.199167,-81.410833,DUK,Duke Energy Carolinas,SUN,PV,10386.0
58463,SMECO Solar LLC,Herbert Farm Solar,MD,38.545556,-76.799444,PJM,"PJM Interconnection, LLC",SUN,PV,15274.0
58473,Delaware Electric Cooperative,Bruce A Henry Solar Farm,DE,38.663992,-75.400542,PJM,"PJM Interconnection, LLC",SUN,PV,14036.0
58475,Battery Utility of Ohio LLC,Battery Utility of Ohio,OH,40.260278,-82.833056,PJM,"PJM Interconnection, LLC",MWH,BA,0.0
58476,Dart Container Corp,Dart Container Corp,PA,40.086463,-76.17603,PJM,"PJM Interconnection, LLC",LFG,GT,98616.0
58480,SunEnergy1,Plymouth Solar LLC,NC,35.875,-76.710556,PJM,"PJM Interconnection, LLC",SUN,PV,4052.0
58483,Tinton Falls Solar,Tinton Falls Solar Farm,NJ,40.263889,-74.084167,PJM,"PJM Interconnection, LLC",SUN,PV,86600.0
58487,Southern Power Co,Granville Solar PV Power Project,NC,36.411667,-78.593889,CPLE,Duke Energy Progress East,SUN,PV,9590.0
58491,"Oppidum Renewables USA, LLC","Sandy Cross Solar, LLC",NC,35.868333,-77.954167,CPLE,Duke Energy Progress East,SUN,PV,3896.0
58492,"Oppidum Renewables USA, LLC","Ararat Rock Solar, LLC",NC,36.461111,-80.600556,DUK,Duke Energy Carolinas,SUN,PV,11366.0
